,date,open,high,low,close
53,2022-12-21 04:25:00,1206.34998,1207.75,1205.52502,1207.61499
54,2022-12-21 04:30:00,1207.56995,1208.59558,1206.79004,1208.32996
55,2022-12-21 04:35:00,1208.28003,1209.04004,1207.5,1208.53809
56,2022-12-21 04:40:00,1208.16992,1208.45398,1207.15002,1207.40002
57,2022-12-21 04:45:00,1207.43005,1209.58997,1206.19995,1208.32996
58,2022-12-21 04:50:00,1208.34497,1209.32983,1207.89002,1208.77002
59,2022-12-21 04:55:00,1208.745,1208.78467,1205.82495,1206.39002
60,2022-12-21 05:00:00,1206.39502,1207.34387,1203.28491,1206.07996
61,2022-12-21 05:05:00,1206.09497,1207.73999,1205.47241,1207.64002
62,2022-12-21 05:10:00,1207.60998,1208.54358,1207.03503,1208.01001
63,2022-12-21 05:15:00,1207.97998,1209.01001,1207.06995,1207.68994
64,2022-12-21 05:20:00,1207.6499,1208.92505,1207.60998,1208.64002
65,2022-12-21 05:25:00,1208.625,1209.35767,1208.06006,1208.70996
66,2022-12-21 05:30:00,1208.69507,1210.10474,1208.48999,1209.35998
67,2022-12-21 05:35:00,1209.36499,1210.46997,1209.35998,1210.18994
68,2022-12-21 05:40:00,1210.16992,1210.71997,1209.8999,1210.60998
69,2022-12-21 05:45:00,1210.56995,1210.92505,1208.58496,1208.94995
70,2022-12-21 05:50:00,1208.96497,1212.60498,1207.77002,1211.07996
71,2022-12-21 05:55:00,1211.04492,1211.77893,1210.15002,1210.27002
72,2022-12-21 06:00:00,1210.255,1211.43188,1210.20996,1210.28003
73,2022-12-21 06:05:00,1210.29004,1211.20618,1209.29004,1209.81006
74,2022-12-21 06:10:00,1209.80505,1211.80005,1209.505,1211.26001
75,2022-12-21 06:15:00,1211.26502,1212.17395,1211.20996,1211.77002
76,2022-12-21 06:20:00,1211.75,1212.70666,1211.55005,1212.06006
77,2022-12-21 06:25:00,1212.06494,1212.82202,1211.14002,1211.22998
78,2022-12-21 06:30:00,1211.23498,1212.30237,1210.78003,1211.31995
79,2022-12-21 06:35:00,1211.37,1212.90625,1211.32996,1211.54004
80,2022-12-21 06:40:00,1211.52502,1212.18628,1211.03003,1211.28003
81,2022-12-21 06:45:00,1211.23999,1211.96863,1210.81006,1210.88
82,2022-12-21 06:50:00,1210.84497,1212.29077,1210.66003,1211.30005
83,2022-12-21 06:55:00,1211.28003,1212.30725,1210.81006,1211.19995
84,2022-12-21 07:00:00,1211.19495,1211.71924,1210.28003,1210.35998
85,2022-12-21 07:05:00,1210.35498,1213.70264,1210.30005,1212.18005
86,2022-12-21 07:10:00,1212.18506,1213.11499,1212.03003,1212.65002
87,2022-12-21 07:15:00,1212.62,1213.20105,1212.19995,1212.39002
88,2022-12-21 07:20:00,1212.40002,1212.70056,1210.71997,1210.78003
89,2022-12-21 07:25:00,1210.77002,1212.05042,1210.68005,1211.47998
90,2022-12-21 07:30:00,1211.45996,1212.19128,1210.57996,1210.78003
91,2022-12-21 07:35:00,1210.77502,1211.745,1210.69995,1211.255
92,2022-12-21 07:40:00,1211.27002,1212.28296,1211.19995,1211.65002
93,2022-12-21 07:45:00,1212.04639,1212.35767,1211.54004,1212.35767
94,2022-12-21 07:50:00,1211.80493,1212.02039,1210.28003,1211.15002
95,2022-12-21 07:55:00,1211.16504,1211.57129,1210.28003,1210.39002
96,2022-12-21 08:00:00,1210.38,1211.30347,1209.56006,1210.23999
97,2022-12-21 08:05:00,1210.22998,1210.58032,1208.81494,1209.80981
98,2022-12-21 08:10:00,1209.01502,1210.04346,1208.73999,1209.90503
99,2022-12-21 08:15:00,1209.89002,1210.46838,1209.15002,1209.23999
100,2022-12-21 08:20:00,1209.22998,1209.68567,1207.45996,1208.25
101,2022-12-21 08:25:00,1208.18994,1209.00134,1208.02002,1208.53003
102,2022-12-21 08:30:00,1208.495,1208.8656,1207.15002,1208.32996
103,2022-12-21 08:35:00,1208.34998,1210.06995,1207.83997,1210.02002
104,2022-12-21 08:40:00,1209.98999,1213.75,1209.44067,1213.64002
105,2022-12-21 08:45:00,1213.04822,1214.1615,1212.20996,1212.47998
106,2022-12-21 08:50:00,1212.5,1218.93005,1212.21997,1217.05005
107,2022-12-21 08:55:00,1217.16003,1217.80493,1214.83997,1214.93994
108,2022-12-21 09:00:00,1214.83997,1215.63769,1214.16003,1215.05005
109,2022-12-21 09:05:00,1215.05505,1216.50122,1214.79492,1216.12
110,2022-12-21 09:10:00,1216.13501,1217.14002,1215.48498,1215.91003
111,2022-12-21 09:15:00,1215.93005,1216.23474,1214.46997,1214.60998
112,2022-12-21 09:20:00,1214.63501,1215.60193,1214.51001,1214.75
113,2022-12-21 09:25:00,1214.755,1215.43848,1214.59497,1214.95996
114,2022-12-21 09:30:00,1214.94507,1215.28613,1213.37,1214.01001
115,2022-12-21 09:35:00,1214.06494,1214.62317,1213.25,1213.63
116,2022-12-21 09:40:00,1213.65991,1215.14502,1213.65002,1214.48999
117,2022-12-21 09:45:00,1214.54492,1216.78003,1214.25,1216.56006
118,2022-12-21 09:50:00,1216.56494,1216.64002,1215.5249,1215.68994
119,2022-12-21 09:55:00,1215.71497,1216.33936,1215.0,1215.05005
120,2022-12-21 10:00:00,1215.6626,1215.6626,1214.73999,1215.18994
121,2022-12-21 10:05:00,1215.15503,1215.51672,1214.57996,1214.68994
122,2022-12-21 10:10:00,1214.69495,1214.95996,1214.29004,1214.48999
123,2022-12-21 10:15:00,1214.46997,1215.53845,1214.27002,1215.53845
124,2022-12-21 10:20:00,1214.61499,1216.90967,1214.61499,1216.40002
125,2022-12-21 10:25:00,1216.37,1216.72998,1215.33997,1216.43506
126,2022-12-21 10:30:00,1216.43994,1217.24231,1216.06006,1216.17004
127,2022-12-21 10:35:00,1216.18506,1216.82898,1216.01001,1216.25
128,2022-12-21 10:40:00,1216.23999,1216.5,1216.14002,1216.29004
129,2022-12-21 10:45:00,1216.28003,1216.63635,1216.06006,1216.57996
130,2022-12-21 10:50:00,1216.56494,1216.66748,1215.45508,1215.64002
131,2022-12-21 10:55:00,1215.62,1218.91504,1215.46997,1216.43994
132,2022-12-21 11:00:00,1216.44995,1218.04504,1216.03003,1216.43994
133,2022-12-21 11:05:00,1216.41504,1216.95935,1215.70996,1216.14002
134,2022-12-21 11:10:00,1216.16504,1216.59839,1215.70996,1215.93994
135,2022-12-21 11:15:00,1215.88501,1216.25781,1214.005,1214.71997
136,2022-12-21 11:20:00,1214.70496,1215.58997,1214.11499,1214.13
137,2022-12-21 11:25:00,1214.125,1215.26331,1213.88,1214.44995
138,2022-12-21 11:30:00,1214.42004,1214.93896,1213.34998,1213.43506
139,2022-12-21 11:35:00,1213.43994,1215.37744,1213.32495,1214.94995
140,2022-12-21 11:40:00,1214.95996,1215.52246,1214.46997,1214.77002
141,2022-12-21 11:45:00,1214.75,1216.63879,1214.72998,1216.28003
142,2022-12-21 11:50:00,1216.26502,1216.82043,1215.85998,1216.45996
143,2022-12-21 11:55:00,1216.44995,1217.76001,1216.08997,1216.08997
144,2022-12-21 12:00:00,1216.13989,1217.39368,1215.82996,1216.31006
145,2022-12-21 12:05:00,1216.38,1217.07398,1215.62,1215.82996
146,2022-12-21 12:10:00,1215.84998,1216.38757,1213.60998,1213.65002
147,2022-12-21 12:15:00,1213.64502,1214.3418,1212.42993,1213.32996
148,2022-12-21 12:20:00,1213.34497,1214.23767,1213.28003,1213.51001
149,2022-12-21 12:25:00,1213.48999,1213.7052,1212.88501,1213.13
150,2022-12-21 12:30:00,1213.10998,1213.3551,1212.54004,1212.60998
151,2022-12-21 12:35:00,1212.625,1213.24109,1212.55005,1212.90002
152,2022-12-21 12:40:00,1213.20691,1213.24438,1212.66003,1213.0
153,2022-12-21 12:45:00,1213.005,1215.30005,1213.0,1214.88
154,2022-12-21 12:50:00,1214.89002,1215.16638,1213.66003,1214.03003
155,2022-12-21 12:55:00,1213.93506,1214.93066,1212.63,1212.63
156,2022-12-21 13:00:00,1212.52002,1214.44604,1212.48999,1213.08997
157,2022-12-21 13:05:00,1213.07007,1214.09363,1212.10998,1213.53003
158,2022-12-21 13:10:00,1213.55005,1215.69507,1213.55005,1214.94507
159,2022-12-21 13:15:00,1214.96997,1216.08997,1214.0,1215.85998
160,2022-12-21 13:20:00,1215.92004,1216.26025,1214.68005,1215.04004
161,2022-12-21 13:25:00,1215.02502,1215.16003,1212.65503,1213.16003
162,2022-12-21 13:30:00,1213.09009,1214.18994,1209.25,1213.13
163,2022-12-21 13:35:00,1213.10998,1214.46997,1212.47998,1212.66003
164,2022-12-21 13:40:00,1212.65503,1214.09998,1212.42004,1213.95996
165,2022-12-21 13:45:00,1213.94507,1214.06519,1212.95496,1213.25
166,2022-12-21 13:50:00,1213.26001,1214.90503,1213.06006,1214.76001
167,2022-12-21 13:55:00,1214.745,1215.00586,1213.83997,1214.4458
168,2022-12-21 14:00:00,1214.83496,1215.0,1214.22498,1214.62
169,2022-12-21 14:05:00,1214.63,1214.86499,1213.98999,1214.04004
170,2022-12-21 14:10:00,1214.06006,1215.01001,1213.92004,1214.43994
171,2022-12-21 14:15:00,1214.46997,1215.06775,1214.0,1214.59998
172,2022-12-21 14:20:00,1214.61499,1215.33179,1213.90002,1215.01001
173,2022-12-21 14:25:00,1215.01502,1215.54004,1213.09497,1215.05005
174,2022-12-21 14:30:00,1215.06006,1216.67993,1211.40002,1211.81995
175,2022-12-21 14:35:00,1211.91504,1216.08997,1211.51502,1214.39844
176,2022-12-21 14:40:00,1215.34998,1216.55005,1213.69507,1215.75
177,2022-12-21 14:45:00,1215.68994,1221.79004,1214.89099,1217.79004
178,2022-12-21 14:50:00,1217.80493,1218.29004,1214.39002,1214.65002
179,2022-12-21 14:55:00,1214.66003,1216.77942,1206.46997,1211.2793
180,2022-12-21 15:00:00,1210.71997,1212.64319,1208.46997,1211.43994
181,2022-12-21 15:05:00,1211.50488,1215.18506,1211.16003,1214.22205
182,2022-12-21 15:10:00,1214.67004,1215.31006,1212.93994,1213.51001
183,2022-12-21 15:15:00,1213.53003,1215.05139,1213.03003,1213.65747
184,2022-12-21 15:20:00,1213.14002,1214.22998,1211.96497,1212.58997
185,2022-12-21 15:25:00,1212.69995,1214.38501,1211.94995,1213.93994
186,2022-12-21 15:30:00,1213.89502,1215.51001,1212.97998,1215.23999
187,2022-12-21 15:35:00,1215.255,1216.14002,1214.73498,1215.93005
188,2022-12-21 15:40:00,1215.93506,1216.05005,1215.13501,1215.23999
189,2022-12-21 15:45:00,1215.20996,1215.88,1214.19995,1214.62
190,2022-12-21 15:50:00,1214.625,1215.17517,1213.81494,1214.10998
191,2022-12-21 15:55:00,1214.11499,1215.69995,1214.08997,1215.38
192,2022-12-21 16:00:00,1215.40002,1216.07251,1215.07996,1215.46997
193,2022-12-21 16:05:00,1215.48498,1215.94238,1214.84497,1215.10998
194,2022-12-21 16:10:00,1215.11499,1215.69995,1214.38,1214.69995
195,2022-12-21 16:15:00,1214.67004,1215.22302,1212.88,1212.93005
196,2022-12-21 16:20:00,1212.92004,1214.01001,1212.44495,1213.05005
197,2022-12-21 16:25:00,1213.06494,1213.57996,1212.66003,1213.41003
198,2022-12-21 16:30:00,1213.41504,1213.87354,1212.51001,1212.88
199,2022-12-21 16:35:00,1212.90002,1213.16357,1212.06995,1212.15002
200,2022-12-21 16:40:00,1212.14502,1213.36853,1211.08997,1212.37
201,2022-12-21 16:45:00,1212.36499,1212.55054,1210.60998,1210.65002
202,2022-12-21 16:50:00,1210.63501,1211.82495,1210.04504,1211.06006
203,2022-12-21 16:55:00,1211.05505,1211.6554,1208.89502,1208.89502
204,2022-12-21 17:00:00,1209.07495,1209.88635,1206.95996,1209.29004
205,2022-12-21 17:05:00,1209.30493,1210.08106,1208.54004,1208.68994
206,2022-12-21 17:10:00,1208.71997,1210.59998,1208.71997,1210.38
207,2022-12-21 17:15:00,1210.41003,1210.43994,1208.98498,1209.38
208,2022-12-21 17:20:00,1209.40002,1209.91003,1208.68994,1209.14502
209,2022-12-21 17:25:00,1209.21997,1209.3396,1207.93994,1208.46997
210,2022-12-21 17:30:00,1208.48498,1209.83496,1208.10998,1209.39502
211,2022-12-21 17:35:00,1209.41003,1209.88855,1208.58496,1209.56006
212,2022-12-21 17:40:00,1209.72998,1210.45252,1209.62,1209.64002
213,2022-12-21 17:45:00,1209.65002,1210.27002,1209.34998,1209.75
214,2022-12-21 17:50:00,1209.755,1211.43994,1209.38,1211.21997
215,2022-12-21 17:55:00,1211.21497,1211.68359,1210.51001,1211.23999
216,2022-12-21 18:00:00,1211.26001,1212.07996,1210.71497,1211.81995
217,2022-12-21 18:05:00,1211.81006,1212.54053,1211.20996,1211.35998
218,2022-12-21 18:10:00,1211.36499,1211.88391,1210.45996,1210.83997
219,2022-12-21 18:15:00,1210.86499,1211.23413,1210.15002,1210.33997
220,2022-12-21 18:20:00,1210.34998,1210.8324,1209.14002,1209.81995
221,2022-12-21 18:25:00,1209.82495,1210.73999,1208.88,1209.70996
222,2022-12-21 18:30:00,1209.72498,1210.69397,1209.22998,1210.30005
223,2022-12-21 18:35:00,1210.30505,1210.83801,1209.77002,1210.03003
224,2022-12-21 18:40:00,1209.95996,1210.22803,1208.88,1209.62
225,2022-12-21 18:45:00,1209.60498,1210.59851,1209.56006,1210.01001
226,2022-12-21 18:50:00,1210.005,1210.48572,1208.36499,1209.57996
227,2022-12-21 18:55:00,1209.70996,1210.05774,1209.06995,1209.34998
228,2022-12-21 19:00:00,1209.39502,1210.82996,1209.09998,1210.59998
229,2022-12-21 19:05:00,1210.62,1211.4176,1210.57996,1211.10998
230,2022-12-21 19:10:00,1211.11499,1211.49573,1210.5,1210.89002
231,2022-12-21 19:15:00,1210.85498,1211.27551,1209.72998,1209.87
232,2022-12-21 19:20:00,1209.90991,1210.83203,1209.69995,1210.07495
233,2022-12-21 19:25:00,1210.07996,1210.77161,1209.44995,1209.54004
234,2022-12-21 19:30:00,1209.54504,1210.3739,1209.54004,1210.25
235,2022-12-21 19:35:00,1210.27002,1210.4884,1208.70996,1209.49548
236,2022-12-21 19:40:00,1209.33496,1209.85998,1208.98498,1209.40002
237,2022-12-21 19:45:00,1209.39502,1209.66003,1209.07996,1209.43994
238,2022-12-21 19:50:00,1209.45996,1209.47998,1208.42004,1208.73999
239,2022-12-21 19:55:00,1208.76001,1209.57861,1206.03003,1208.17004
240,2022-12-21 20:00:00,1208.09998,1208.90649,1206.63989,1206.85998
241,2022-12-21 20:05:00,1206.88,1208.10998,1206.57996,1206.98999
242,2022-12-21 20:10:00,1207.03491,1208.92004,1206.67004,1208.92004
243,2022-12-21 20:15:00,1208.91504,1209.66699,1208.64514,1209.18005
244,2022-12-21 20:20:00,1209.13,1209.80005,1208.88,1209.33997
245,2022-12-21 20:25:00,1209.29004,1209.61133,1207.56995,1207.66003
246,2022-12-21 20:30:00,1207.61499,1208.98047,1207.18994,1207.25
247,2022-12-21 20:35:00,1207.255,1209.33997,1207.25,1208.96997
248,2022-12-21 20:40:00,1209.10498,1209.22998,1208.63,1208.96997
249,2022-12-21 20:45:00,1208.97498,1209.59827,1208.68994,1209.5
250,2022-12-21 20:50:00,1209.44995,1209.79065,1207.90503,1208.59998
251,2022-12-21 20:55:00,1208.57996,1209.52161,1208.52002,1209.21509
252,2022-12-21 21:00:00,1209.16003,1209.57837,1208.43005,1209.01001
253,2022-12-21 21:05:00,1209.02502,1210.04004,1208.80005,1209.995
254,2022-12-21 21:10:00,1209.94995,1211.37,1209.92004,1210.68994
255,2022-12-21 21:15:00,1210.75,1211.05847,1209.53003,1209.76001
256,2022-12-21 21:20:00,1209.81494,1210.97998,1209.63,1210.81006
257,2022-12-21 21:25:00,1210.83496,1211.86768,1210.77002,1211.07996
258,2022-12-21 21:30:00,1211.03003,1211.23999,1210.5,1210.77002
259,2022-12-21 21:35:00,1210.76502,1211.3114,1210.0,1210.57996
260,2022-12-21 21:40:00,1210.57495,1210.95557,1208.93506,1209.12
261,2022-12-21 21:45:00,1209.125,1210.60193,1208.56995,1209.93005
262,2022-12-21 21:50:00,1209.91003,1210.76221,1209.89002,1210.76221
263,2022-12-21 21:55:00,1210.77893,1212.01001,1210.77893,1211.73999
264,2022-12-21 22:00:00,1212.2876,1212.2876,1211.3031,1211.3031
265,2022-12-21 22:05:00,1211.26001,1211.64819,1210.89002,1211.20996
266,2022-12-21 22:10:00,1211.20496,1211.20789,1210.83997,1211.12109
267,2022-12-21 22:15:00,1210.84998,1211.32996,1210.65002,1211.3208
268,2022-12-21 22:20:00,1211.02002,1211.36523,1209.57996,1210.18994
269,2022-12-21 22:25:00,1210.17505,1210.62683,1209.75,1210.19995
270,2022-12-21 22:30:00,1210.0,1210.30994,1209.63074,1209.81323
271,2022-12-21 22:35:00,1209.79504,1211.32202,1209.79004,1210.87
272,2022-12-21 22:40:00,1210.67639,1211.13257,1209.18994,1210.31995
273,2022-12-21 22:45:00,1210.33997,1211.25464,1210.33997,1210.80005
274,2022-12-21 22:50:00,1210.82495,1210.95984,1209.56995,1210.06396
275,2022-12-21 22:55:00,1209.99683,1210.20496,1209.44995,1209.44995
276,2022-12-21 23:00:00,1209.42004,1210.53821,1207.93994,1208.60449
277,2022-12-21 23:05:00,1208.09009,1210.37744,1207.85998,1209.91003
278,2022-12-21 23:10:00,1209.92993,1214.98999,1209.92993,1214.18994
279,2022-12-21 23:15:00,1214.15503,1214.44995,1212.07996,1212.38
280,2022-12-21 23:20:00,1212.38501,1213.23511,1211.37,1211.81995
281,2022-12-21 23:25:00,1211.83997,1212.18005,1210.79004,1211.22998
282,2022-12-21 23:30:00,1211.22498,1212.48999,1211.09998,1211.56995
283,2022-12-21 23:35:00,1211.58997,1212.28467,1211.35498,1212.17004
284,2022-12-21 23:40:00,1212.17505,1212.97314,1211.09998,1211.245
285,2022-12-21 23:45:00,1211.23999,1212.26428,1209.995,1211.63
286,2022-12-21 23:50:00,1211.61499,1212.70117,1211.57996,1211.80005
287,2022-12-21 23:55:00,1211.80505,1213.65478,1211.80505,1213.09998
288,2022-12-22 00:00:00,1213.06995,1213.80005,1212.57996,1212.88
289,2022-12-22 00:05:00,1212.88501,1213.56006,1212.18994,1212.42505
290,2022-12-22 00:10:00,1212.43005,1212.76001,1212.04004,1212.29004
291,2022-12-22 00:15:00,1212.26001,1212.55005,1211.39002,1211.98999
292,2022-12-22 00:20:00,1211.995,1213.06006,1211.91003,1212.98999
293,2022-12-22 00:25:00,1212.995,1214.51001,1212.91003,1214.28491
294,2022-12-22 00:30:00,1214.31995,1215.27502,1213.79492,1214.40503
295,2022-12-22 00:35:00,1214.38,1214.39002,1212.91003,1213.03003
296,2022-12-22 00:40:00,1212.97998,1214.06006,1212.97998,1213.75
297,2022-12-22 00:45:00,1213.76001,1216.86499,1213.76001,1215.72998
298,2022-12-22 00:50:00,1215.755,1217.10998,1215.62,1216.96997
299,2022-12-22 00:55:00,1216.97498,1217.41003,1216.43005,1216.84998
300,2022-12-22 01:00:00,1217.125,1217.95996,1216.40002,1216.75
301,2022-12-22 01:05:00,1216.72498,1216.72998,1215.92004,1216.07495
302,2022-12-22 01:10:00,1216.06006,1216.77002,1216.06006,1216.55005
303,2022-12-22 01:15:00,1216.55505,1217.20996,1214.745,1214.94507
304,2022-12-22 01:20:00,1214.96997,1215.67505,1214.43005,1215.26001
305,2022-12-22 01:25:00,1215.27502,1215.45996,1214.06006,1214.30005
306,2022-12-22 01:30:00,1214.31006,1214.56006,1213.75,1214.38
307,2022-12-22 01:35:00,1214.38501,1214.95996,1213.88,1214.88
308,2022-12-22 01:40:00,1214.88501,1215.71997,1214.37,1214.43994
309,2022-12-22 01:45:00,1214.41992,1214.93005,1214.40002,1214.71497
310,2022-12-22 01:50:00,1214.69995,1214.81995,1212.81995,1213.09998
311,2022-12-22 01:55:00,1213.15991,1213.29004,1212.19995,1212.60998
312,2022-12-22 02:00:00,1212.56006,1212.75,1211.62,1212.40002
313,2022-12-22 02:05:00,1212.39502,1213.27002,1212.38,1213.27002
314,2022-12-22 02:10:00,1213.27502,1213.82996,1213.27502,1213.67505
315,2022-12-22 02:15:00,1213.65002,1213.96997,1213.65002,1213.94995
316,2022-12-22 02:20:00,1213.95996,1214.22998,1213.80005,1213.83997
317,2022-12-22 02:25:00,1213.84497,1214.0,1213.52002,1213.65503
318,2022-12-22 02:30:00,1213.66003,1213.91003,1212.78503,1212.88
319,2022-12-22 02:35:00,1212.90503,1213.93994,1212.90503,1213.90002
320,2022-12-22 02:40:00,1213.93005,1214.77002,1213.80005,1214.52002
321,2022-12-22 02:45:00,1214.55005,1214.67004,1214.31995,1214.43994
322,2022-12-22 02:50:00,1214.43506,1214.66003,1214.35998,1214.58997
323,2022-12-22 02:55:00,1214.59497,1214.76001,1214.11499,1214.59009
324,2022-12-22 03:00:00,1214.56006,1214.93005,1214.43994,1214.67004
325,2022-12-22 03:05:00,1214.66504,1214.67004,1214.12,1214.16003
326,2022-12-22 03:10:00,1214.16504,1215.68005,1214.16504,1215.65002
327,2022-12-22 03:15:00,1215.625,1215.625,1215.33997,1215.41003
328,2022-12-22 03:20:00,1215.42004,1215.46997,1214.64002,1215.26001
329,2022-12-22 03:25:00,1215.25,1215.25,1214.84998,1215.13
330,2022-12-22 03:30:00,1215.14002,1215.23999,1214.97998,1215.06006
331,2022-12-22 03:35:00,1215.05005,1215.33496,1213.53503,1213.62
332,2022-12-22 03:40:00,1213.63,1214.18994,1213.5,1214.18994
333,2022-12-22 03:45:00,1214.19495,1214.35998,1213.94495,1214.02002
334,2022-12-22 03:50:00,1214.02502,1214.38,1214.02002,1214.37
335,2022-12-22 03:55:00,1214.43994,1215.28003,1214.43994,1214.89002
336,2022-12-22 04:00:00,1214.91003,1215.27002,1214.85998,1215.13
337,2022-12-22 04:05:00,1215.125,1215.20496,1214.18005,1214.31995
338,2022-12-22 04:10:00,1214.31494,1214.32996,1211.13501,1212.54004
339,2022-12-22 04:15:00,1212.53503,1214.17004,1212.42004,1214.14002
340,2022-12-22 04:20:00,1214.13501,1214.81006,1213.96997,1214.44995
341,2022-12-22 04:25:00,1214.44495,1214.53003,1214.10998,1214.28003
342,2022-12-22 04:30:00,1214.29504,1214.35498,1213.27002,1213.41003
343,2022-12-22 04:35:00,1213.42004,1213.48999,1212.80005,1213.39002
344,2022-12-22 04:40:00,1213.38501,1213.58997,1213.21997,1213.47498
345,2022-12-22 04:45:00,1213.46997,1213.88,1213.33997,1213.77002
346,2022-12-22 04:50:00,1213.76502,1213.81006,1212.53003,1212.71997
347,2022-12-22 04:55:00,1212.71497,1212.76502,1211.71497,1211.97998
348,2022-12-22 05:00:00,1211.97498,1212.30005,1210.17004,1210.82996
349,2022-12-22 05:05:00,1210.85498,1211.18994,1209.88,1210.90002
350,2022-12-22 05:10:00,1210.95508,1211.17004,1210.87,1211.02002
351,2022-12-22 05:15:00,1211.04492,1211.13,1210.44995,1210.88
352,2022-12-22 05:20:00,1210.89002,1211.92505,1210.88,1211.89002
353,2022-12-22 05:25:00,1211.88501,1211.89002,1211.22998,1211.33997
354,2022-12-22 05:30:00,1211.34998,1211.35998,1210.31006,1210.56006
355,2022-12-22 05:35:00,1210.55505,1211.81006,1210.45996,1211.62
356,2022-12-22 05:40:00,1211.66003,1212.28003,1211.60998,1211.77002
357,2022-12-22 05:45:00,1211.73498,1212.12,1211.30005,1212.06006
358,2022-12-22 05:50:00,1212.07007,1212.29004,1210.66003,1210.94995
359,2022-12-22 05:55:00,1210.95496,1211.23999,1210.94995,1211.01001
360,2022-12-22 06:00:00,1211.005,1211.29004,1211.0,1211.22998
361,2022-12-22 06:05:00,1211.11499,1211.11499,1209.94995,1210.43005
