,close,date,high,low,open
90,15.799,2022-12-21 07:30:00,15.8135,15.799,15.8135
91,15.809,2022-12-21 07:35:00,15.8135,15.7935,15.7985
92,15.809,2022-12-21 07:40:00,15.8105,15.8065,15.8065
93,15.84,2022-12-21 07:45:00,15.841,15.809,15.819
94,15.8375,2022-12-21 07:50:00,15.84,15.8375,15.839
95,15.842,2022-12-21 07:55:00,15.842,15.8375,15.8395
96,15.838,2022-12-21 08:00:00,15.842,15.8375,15.841
97,15.8375,2022-12-21 08:05:00,15.8395,15.8375,15.8395
98,15.8795,2022-12-21 08:10:00,15.8795,15.8375,15.842
99,15.8775,2022-12-21 08:15:00,15.8885,15.871,15.8825
100,15.8615,2022-12-21 08:20:00,15.8805,15.8505,15.879
101,15.8795,2022-12-21 08:25:00,15.8795,15.8635,15.8635
102,15.896,2022-12-21 08:30:00,15.8965,15.878,15.879
103,15.9745,2022-12-21 08:35:00,15.9755,15.8975,15.8975
104,16.459,2022-12-21 08:40:00,16.473,15.9755,15.9755
105,16.5735,2022-12-21 08:45:00,16.5915,16.4045,16.485500000000002
106,16.6645,2022-12-21 08:50:00,16.7005,16.567,16.575
107,16.645,2022-12-21 08:55:00,16.738,16.624,16.658
108,16.5995,2022-12-21 09:00:00,16.6475,16.541,16.6475
109,16.6765,2022-12-21 09:05:00,16.702,16.565,16.5965
110,16.683,2022-12-21 09:10:00,16.7345,16.67,16.6805
111,16.5855,2022-12-21 09:15:00,16.687,16.5845,16.685
112,16.5515,2022-12-21 09:20:00,16.6075,16.55,16.5845
113,16.5535,2022-12-21 09:25:00,16.576,16.537,16.549
114,16.463,2022-12-21 09:30:00,16.5535,16.4605,16.5535
115,16.439,2022-12-21 09:35:00,16.4775,16.4255,16.4625
116,16.436,2022-12-21 09:40:00,16.4685,16.4265,16.437
117,16.546,2022-12-21 09:45:00,16.568,16.4375,16.4375
118,16.503,2022-12-21 09:50:00,16.5465,16.4865,16.5465
119,16.53,2022-12-21 09:55:00,16.53,16.4945,16.5035
120,16.4725,2022-12-21 10:00:00,16.5375,16.449,16.5295
121,16.394,2022-12-21 10:05:00,16.4785,16.392,16.477
122,16.3515,2022-12-21 10:10:00,16.407,16.3515,16.392
123,16.348,2022-12-21 10:15:00,16.3685,16.34,16.3555
124,16.3845,2022-12-21 10:20:00,16.394,16.339,16.3465
125,16.4135,2022-12-21 10:25:00,16.4135,16.3705,16.377
126,16.4085,2022-12-21 10:30:00,16.421,16.394,16.4055
127,16.416,2022-12-21 10:35:00,16.426,16.391,16.408
128,16.422,2022-12-21 10:40:00,16.474,16.4185,16.4185
129,16.4365,2022-12-21 10:45:00,16.4365,16.4015,16.4215
130,16.434,2022-12-21 10:50:00,16.458,16.43,16.4375
131,16.461,2022-12-21 10:55:00,16.475,16.424,16.435
132,16.481,2022-12-21 11:00:00,16.484,16.4365,16.4605
133,16.526,2022-12-21 11:05:00,16.526,16.47,16.4815
134,16.527,2022-12-21 11:10:00,16.531,16.505,16.5255
135,16.4325,2022-12-21 11:15:00,16.525,16.415,16.522
136,16.482,2022-12-21 11:20:00,16.49,16.4325,16.439
137,16.5005,2022-12-21 11:25:00,16.5255,16.4815,16.4815
138,16.485500000000002,2022-12-21 11:30:00,16.527,16.4755,16.5
139,16.468,2022-12-21 11:35:00,16.505,16.4675,16.486
140,16.498,2022-12-21 11:40:00,16.4985,16.4675,16.4685
141,16.5095,2022-12-21 11:45:00,16.5195,16.498,16.4985
142,16.4895,2022-12-21 11:50:00,16.511,16.4795,16.51
143,16.524,2022-12-21 11:55:00,16.526,16.4965,16.5025
144,16.453,2022-12-21 12:00:00,16.528,16.4505,16.528
145,16.4145,2022-12-21 12:05:00,16.4585,16.412,16.454
146,16.43,2022-12-21 12:10:00,16.445,16.415,16.415
147,16.4355,2022-12-21 12:15:00,16.449,16.428,16.432
148,16.4295,2022-12-21 12:20:00,16.446,16.429,16.436
149,16.419,2022-12-21 12:25:00,16.4295,16.411,16.4255
150,16.411,2022-12-21 12:30:00,16.4335,16.4025,16.4195
151,16.404,2022-12-21 12:35:00,16.411,16.4005,16.41
152,16.4005,2022-12-21 12:40:00,16.4015,16.4005,16.401
153,16.4215,2022-12-21 12:45:00,16.435,16.4005,16.404
154,16.402,2022-12-21 12:50:00,16.4215,16.3995,16.419
155,16.3895,2022-12-21 12:55:00,16.417,16.389,16.4025
156,16.424,2022-12-21 13:00:00,16.427,16.3895,16.39
157,16.4215,2022-12-21 13:05:00,16.4345,16.404,16.425
158,16.462,2022-12-21 13:10:00,16.481,16.4215,16.422
159,16.479,2022-12-21 13:15:00,16.495,16.461,16.463
160,16.4475,2022-12-21 13:20:00,16.479,16.445,16.4755
161,16.423,2022-12-21 13:25:00,16.4505,16.415,16.4505
162,16.455,2022-12-21 13:30:00,16.4635,16.4125,16.4265
163,16.472,2022-12-21 13:35:00,16.522,16.453,16.4535
164,16.508,2022-12-21 13:40:00,16.527,16.4635,16.4735
165,16.4865,2022-12-21 13:45:00,16.5075,16.482,16.5075
166,16.5025,2022-12-21 13:50:00,16.5025,16.4715,16.4875
167,16.497,2022-12-21 13:55:00,16.5015,16.4865,16.4965
168,16.489,2022-12-21 14:00:00,16.509,16.4845,16.498
169,16.4615,2022-12-21 14:05:00,16.485,16.456,16.4835
170,16.4685,2022-12-21 14:10:00,16.469,16.453,16.4585
171,16.4905,2022-12-21 14:15:00,16.498,16.469,16.469
172,16.485500000000002,2022-12-21 14:20:00,16.4905,16.4665,16.49
173,16.5115,2022-12-21 14:25:00,16.5115,16.484,16.486
174,16.4695,2022-12-21 14:30:00,16.568,16.4635,16.519
175,16.5345,2022-12-21 14:35:00,16.535,16.4695,16.4705
176,16.541,2022-12-21 14:40:00,16.57,16.512,16.533
177,16.5615,2022-12-21 14:45:00,16.636,16.541,16.5415
178,16.519,2022-12-21 14:50:00,16.5615,16.518,16.5605
179,16.434,2022-12-21 14:55:00,16.528,16.396,16.524
180,16.467,2022-12-21 15:00:00,16.481,16.423,16.428
181,16.651,2022-12-21 15:05:00,16.722,16.4665,16.4665
182,16.5835,2022-12-21 15:10:00,16.6625,16.583,16.657
183,16.566,2022-12-21 15:15:00,16.610500000000002,16.566,16.583
184,16.6095,2022-12-21 15:20:00,16.611,16.544,16.5665
185,16.6315,2022-12-21 15:25:00,16.67,16.61,16.61
186,16.668,2022-12-21 15:30:00,16.669,16.6235,16.639
187,16.68,2022-12-21 15:35:00,16.7785,16.6575,16.669
188,16.609,2022-12-21 15:40:00,16.6805,16.6085,16.6805
189,16.576,2022-12-21 15:45:00,16.6185,16.5675,16.6085
190,16.5585,2022-12-21 15:50:00,16.576,16.5555,16.5755
191,16.5925,2022-12-21 15:55:00,16.603,16.559,16.559
192,16.56,2022-12-21 16:00:00,16.609,16.55,16.593
193,16.5495,2022-12-21 16:05:00,16.5625,16.5375,16.5615
194,16.5495,2022-12-21 16:10:00,16.565,16.5415,16.55
195,16.491,2022-12-21 16:15:00,16.5495,16.491,16.549
196,16.503,2022-12-21 16:20:00,16.513,16.4915,16.4915
197,16.4985,2022-12-21 16:25:00,16.503,16.4985,16.5025
198,16.5175,2022-12-21 16:30:00,16.5465,16.498,16.498
199,16.497,2022-12-21 16:35:00,16.518,16.497,16.518
200,16.4985,2022-12-21 16:40:00,16.5035,16.469,16.4975
201,16.4755,2022-12-21 16:45:00,16.509,16.4755,16.5075
202,16.458,2022-12-21 16:50:00,16.4805,16.458,16.476
203,16.435,2022-12-21 16:55:00,16.4595,16.4345,16.4585
204,16.408,2022-12-21 17:00:00,16.439,16.402,16.4385
205,16.4335,2022-12-21 17:05:00,16.4405,16.408,16.4085
206,16.447,2022-12-21 17:10:00,16.449,16.4335,16.434
207,16.4375,2022-12-21 17:15:00,16.4455,16.4375,16.4455
208,16.436,2022-12-21 17:20:00,16.4375,16.428,16.4365
209,16.4145,2022-12-21 17:25:00,16.4335,16.4125,16.4315
210,16.414,2022-12-21 17:30:00,16.4185,16.4095,16.4095
211,16.4345,2022-12-21 17:35:00,16.435,16.414,16.416
212,16.4405,2022-12-21 17:40:00,16.453,16.4345,16.435
213,16.437,2022-12-21 17:45:00,16.4405,16.433,16.4335
214,16.468,2022-12-21 17:50:00,16.468,16.437,16.4375
215,16.4755,2022-12-21 17:55:00,16.483,16.4615,16.466
216,16.491,2022-12-21 18:00:00,16.491,16.4605,16.476
217,16.4745,2022-12-21 18:05:00,16.486,16.472,16.4825
218,16.4735,2022-12-21 18:10:00,16.4745,16.469,16.473
219,16.4595,2022-12-21 18:15:00,16.475,16.459,16.475
220,16.4505,2022-12-21 18:20:00,16.463,16.4505,16.461
221,16.443,2022-12-21 18:25:00,16.45,16.44,16.45
222,16.4615,2022-12-21 18:30:00,16.4615,16.442,16.4425
223,16.4635,2022-12-21 18:35:00,16.492,16.4615,16.4705
224,16.4465,2022-12-21 18:40:00,16.464,16.44,16.464
225,16.4465,2022-12-21 18:45:00,16.4495,16.444,16.447
226,16.438,2022-12-21 18:50:00,16.4465,16.432,16.443
227,16.434,2022-12-21 18:55:00,16.4375,16.434,16.437
228,16.4725,2022-12-21 19:00:00,16.4725,16.4345,16.4375
229,16.4655,2022-12-21 19:05:00,16.4705,16.465,16.4675
230,16.4565,2022-12-21 19:10:00,16.4655,16.4535,16.465
231,16.449,2022-12-21 19:15:00,16.4625,16.446,16.458
232,16.447,2022-12-21 19:20:00,16.4625,16.4425,16.4495
233,16.4505,2022-12-21 19:25:00,16.4505,16.4485,16.4485
234,16.476,2022-12-21 19:30:00,16.478,16.45,16.45
235,16.4705,2022-12-21 19:35:00,16.476,16.4685,16.4755
236,16.4745,2022-12-21 19:40:00,16.4745,16.47,16.47
237,16.49,2022-12-21 19:45:00,16.496,16.4745,16.491
238,16.4465,2022-12-21 19:50:00,16.49,16.445,16.4895
239,16.4395,2022-12-21 19:55:00,16.45,16.4065,16.448
240,16.399,2022-12-21 20:00:00,16.4395,16.399,16.439
241,16.3865,2022-12-21 20:05:00,16.407,16.386,16.3995
242,16.4315,2022-12-21 20:10:00,16.4315,16.3865,16.388
243,16.4785,2022-12-21 20:15:00,16.4805,16.4405,16.4405
244,16.5045,2022-12-21 20:20:00,16.5075,16.4775,16.479
245,16.499,2022-12-21 20:25:00,16.5265,16.487,16.5035
246,16.498,2022-12-21 20:30:00,16.508,16.489,16.498
247,16.5495,2022-12-21 20:35:00,16.5495,16.498,16.4995
248,16.549,2022-12-21 20:40:00,16.562,16.542,16.547
249,16.517,2022-12-21 20:45:00,16.5465,16.517,16.5465
250,16.5395,2022-12-21 20:50:00,16.5625,16.517,16.5185
251,16.575,2022-12-21 20:55:00,16.579,16.5355,16.539
252,16.575,2022-12-21 21:00:00,16.5815,16.5675,16.5685
253,16.5815,2022-12-21 21:05:00,16.5815,16.575,16.5755
254,16.636,2022-12-21 21:10:00,16.638,16.5815,16.5925
255,16.5955,2022-12-21 21:15:00,16.6385,16.592,16.6385
256,16.5965,2022-12-21 21:20:00,16.598,16.58,16.5945
257,16.59,2022-12-21 21:25:00,16.5965,16.59,16.596
258,16.5885,2022-12-21 21:30:00,16.6045,16.578,16.5815
259,16.575,2022-12-21 21:35:00,16.588,16.5745,16.588
260,16.5685,2022-12-21 21:40:00,16.576,16.5685,16.5755
261,16.5645,2022-12-21 21:45:00,16.568,16.5595,16.568
262,16.5705,2022-12-21 21:50:00,16.576999999999998,16.5625,16.564
263,16.607,2022-12-21 21:55:00,16.617,16.5705,16.571
264,16.631,2022-12-21 22:00:00,16.648,16.6075,16.6115
265,16.599,2022-12-21 22:05:00,16.6305,16.5955,16.6305
266,16.583,2022-12-21 22:10:00,16.599,16.576,16.59
267,16.582,2022-12-21 22:15:00,16.596,16.582,16.5845
268,16.5825,2022-12-21 22:20:00,16.6015,16.5815,16.5815
269,16.5705,2022-12-21 22:25:00,16.583,16.5685,16.583
270,16.5685,2022-12-21 22:30:00,16.571,16.564,16.571
271,16.5645,2022-12-21 22:35:00,16.5725,16.564,16.568
272,16.5705,2022-12-21 22:40:00,16.571,16.5585,16.5685
273,16.5715,2022-12-21 22:45:00,16.5835,16.564,16.5815
274,16.5605,2022-12-21 22:50:00,16.571,16.56,16.571
275,16.567,2022-12-21 22:55:00,16.569,16.5585,16.5595
276,16.5635,2022-12-21 23:00:00,16.5715,16.559,16.5675
277,16.569,2022-12-21 23:05:00,16.57,16.5585,16.563
278,16.608,2022-12-21 23:10:00,16.6145,16.5685,16.5695
279,16.5895,2022-12-21 23:15:00,16.608,16.581,16.6025
280,16.584,2022-12-21 23:20:00,16.597,16.569,16.5925
281,16.572,2022-12-21 23:25:00,16.5835,16.571,16.5835
282,16.573,2022-12-21 23:30:00,16.5765,16.572,16.573
283,16.59,2022-12-21 23:35:00,16.5905,16.5725,16.5725
284,16.588,2022-12-21 23:40:00,16.6065,16.58,16.5895
285,16.644,2022-12-21 23:45:00,16.659,16.585,16.585
286,16.6095,2022-12-21 23:50:00,16.6525,16.6085,16.6415
287,16.6735,2022-12-21 23:55:00,16.691,16.611,16.611
288,16.6745,2022-12-22 00:00:00,16.784,16.643,16.666
289,16.632,2022-12-22 00:05:00,16.692,16.627,16.676
290,16.5945,2022-12-22 00:10:00,16.65,16.585,16.634
291,16.5735,2022-12-22 00:15:00,16.5935,16.5585,16.5935
292,16.569,2022-12-22 00:20:00,16.5825,16.5665,16.5785
293,16.6505,2022-12-22 00:25:00,16.6505,16.5685,16.5685
294,16.5895,2022-12-22 00:30:00,16.6475,16.5865,16.6475
295,16.6085,2022-12-22 00:35:00,16.6185,16.581,16.5905
296,16.599,2022-12-22 00:40:00,16.625,16.5865,16.619
297,16.591,2022-12-22 00:45:00,16.611,16.5895,16.5985
298,16.5985,2022-12-22 00:50:00,16.610500000000002,16.572,16.5895
299,16.6285,2022-12-22 00:55:00,16.639,16.598,16.598
300,16.6405,2022-12-22 01:00:00,16.6425,16.6025,16.6295
301,16.621,2022-12-22 01:05:00,16.6405,16.612,16.64
302,16.63,2022-12-22 01:10:00,16.6595,16.6245,16.6245
303,16.612,2022-12-22 01:15:00,16.6335,16.5975,16.633
304,16.609,2022-12-22 01:20:00,16.611,16.5975,16.611
305,16.586,2022-12-22 01:25:00,16.609,16.586,16.6085
306,16.5705,2022-12-22 01:30:00,16.5945,16.5605,16.5945
307,16.56,2022-12-22 01:35:00,16.562,16.5505,16.561
308,16.553,2022-12-22 01:40:00,16.5605,16.553,16.5605
309,16.547,2022-12-22 01:45:00,16.5535,16.546,16.5535
310,16.5165,2022-12-22 01:50:00,16.549,16.5165,16.549
311,16.491,2022-12-22 01:55:00,16.5155,16.4755,16.5155
312,16.4785,2022-12-22 02:00:00,16.497,16.4765,16.4915
313,16.478,2022-12-22 02:05:00,16.4805,16.463,16.473
314,16.4915,2022-12-22 02:10:00,16.4915,16.4675,16.4785
315,16.4895,2022-12-22 02:15:00,16.4955,16.483,16.4905
316,16.498,2022-12-22 02:20:00,16.501,16.4885,16.49
317,16.5135,2022-12-22 02:25:00,16.5165,16.4985,16.4985
318,16.519,2022-12-22 02:30:00,16.54,16.5135,16.5145
319,16.5395,2022-12-22 02:35:00,16.5435,16.519,16.521
320,16.5695,2022-12-22 02:40:00,16.5735,16.5395,16.54
321,16.5515,2022-12-22 02:45:00,16.571,16.5505,16.57
322,16.554,2022-12-22 02:50:00,16.5565,16.5505,16.551
323,16.5555,2022-12-22 02:55:00,16.5565,16.5505,16.551
324,16.5375,2022-12-22 03:00:00,16.5725,16.5355,16.5545
325,16.5245,2022-12-22 03:05:00,16.537,16.5245,16.537
326,16.512,2022-12-22 03:10:00,16.5245,16.497,16.508
327,16.4945,2022-12-22 03:15:00,16.512,16.4925,16.511
328,16.4875,2022-12-22 03:20:00,16.4945,16.4795,16.494
329,16.471,2022-12-22 03:25:00,16.4875,16.4705,16.487
330,16.5125,2022-12-22 03:30:00,16.5135,16.471,16.4715
331,16.469,2022-12-22 03:35:00,16.5085,16.462,16.5085
332,16.484,2022-12-22 03:40:00,16.484,16.468,16.4685
333,16.49,2022-12-22 03:45:00,16.49,16.483,16.485500000000002
334,16.5005,2022-12-22 03:50:00,16.5015,16.4925,16.4925
335,16.5185,2022-12-22 03:55:00,16.535,16.5005,16.5035
336,16.5695,2022-12-22 04:00:00,16.626,16.518,16.518
337,16.5585,2022-12-22 04:05:00,16.5725,16.5585,16.57
338,16.536,2022-12-22 04:10:00,16.5595,16.532,16.5595
339,16.576,2022-12-22 04:15:00,16.5765,16.5355,16.5355
340,16.5645,2022-12-22 04:20:00,16.5835,16.563,16.5765
341,16.572,2022-12-22 04:25:00,16.5745,16.5655,16.566
342,16.5535,2022-12-22 04:30:00,16.572,16.547,16.5695
343,16.539,2022-12-22 04:35:00,16.5535,16.539,16.553
344,16.534,2022-12-22 04:40:00,16.54,16.5315,16.5385
345,16.529,2022-12-22 04:45:00,16.532,16.52,16.532
346,16.496,2022-12-22 04:50:00,16.5285,16.496,16.5285
347,16.4885,2022-12-22 04:55:00,16.496,16.482,16.49
348,16.4865,2022-12-22 05:00:00,16.488,16.481,16.483
349,16.506,2022-12-22 05:05:00,16.507,16.4795,16.4825
350,16.531,2022-12-22 05:10:00,16.538,16.506,16.5065
351,16.5535,2022-12-22 05:15:00,16.5535,16.53,16.5345
352,16.549,2022-12-22 05:20:00,16.5575,16.5405,16.553
353,16.539,2022-12-22 05:25:00,16.5525,16.539,16.5425
354,16.531,2022-12-22 05:30:00,16.555,16.5275,16.54
355,16.563,2022-12-22 05:35:00,16.5715,16.53,16.5305
356,16.5495,2022-12-22 05:40:00,16.5795,16.5495,16.5625
357,16.565,2022-12-22 05:45:00,16.566,16.5445,16.5505
358,16.5415,2022-12-22 05:50:00,16.576,16.54,16.575
359,16.5395,2022-12-22 05:55:00,16.548000000000002,16.539,16.542
360,16.5655,2022-12-22 06:00:00,16.5665,16.538,16.5385
361,16.52,2022-12-22 06:05:00,16.5655,16.52,16.5625
362,16.522,2022-12-22 06:10:00,16.526,16.515,16.5195
363,16.535,2022-12-22 06:15:00,16.5415,16.522,16.5235
364,16.557,2022-12-22 06:20:00,16.564,16.5365,16.5365
365,16.536,2022-12-22 06:25:00,16.5565,16.535,16.5565
366,16.546,2022-12-22 06:30:00,16.546,16.5215,16.5355
367,16.526,2022-12-22 06:35:00,16.5485,16.5235,16.5455
368,16.545,2022-12-22 06:40:00,16.545,16.5195,16.5205
369,16.5495,2022-12-22 06:45:00,16.558,16.542,16.5445
370,16.5465,2022-12-22 06:50:00,16.5495,16.5435,16.549
371,16.526,2022-12-22 06:55:00,16.5465,16.524,16.5415
372,16.482,2022-12-22 07:00:00,16.526,16.4695,16.5255
373,16.475,2022-12-22 07:05:00,16.4905,16.4725,16.483
374,16.525,2022-12-22 07:10:00,16.5265,16.475,16.4755
375,16.5315,2022-12-22 07:15:00,16.5315,16.512,16.5235
376,16.538,2022-12-22 07:20:00,16.541,16.5295,16.532
377,16.506,2022-12-22 07:25:00,16.538,16.506,16.5375
378,16.4885,2022-12-22 07:30:00,16.5115,16.4795,16.508
379,16.509,2022-12-22 07:35:00,16.512,16.481,16.489
380,16.5475,2022-12-22 07:40:00,16.5475,16.509,16.5105
381,16.531,2022-12-22 07:45:00,16.548000000000002,16.53,16.5385
382,16.536,2022-12-22 07:50:00,16.5365,16.526,16.5305
383,16.5275,2022-12-22 07:55:00,16.5365,16.5255,16.5365
384,16.5015,2022-12-22 08:00:00,16.559,16.498,16.5285
385,16.491,2022-12-22 08:05:00,16.508,16.4755,16.502
386,16.49,2022-12-22 08:10:00,16.491,16.474,16.4825
387,16.485500000000002,2022-12-22 08:15:00,16.49,16.4845,16.4895
388,16.525,2022-12-22 08:20:00,16.535,16.491,16.492
389,16.5275,2022-12-22 08:25:00,16.532,16.5165,16.524
390,16.5375,2022-12-22 08:30:00,16.542,16.5225,16.524
391,16.5415,2022-12-22 08:35:00,16.5545,16.5255,16.5315
392,16.52,2022-12-22 08:40:00,16.542,16.513,16.541
393,16.506,2022-12-22 08:45:00,16.528,16.5,16.528
394,16.5185,2022-12-22 08:50:00,16.5215,16.514,16.5155
395,16.511,2022-12-22 08:55:00,16.5185,16.5085,16.518
396,16.4995,2022-12-22 09:00:00,16.5125,16.495,16.5115
397,16.4815,2022-12-22 09:05:00,16.49,16.4745,16.486
398,16.485,2022-12-22 09:10:00,16.5015,16.4785,16.481
399,16.486,2022-12-22 09:15:00,16.4995,16.4815,16.483
400,16.4775,2022-12-22 09:20:00,16.494,16.4775,16.4875
401,16.4885,2022-12-22 09:25:00,16.4895,16.476,16.478
402,16.4795,2022-12-22 09:30:00,16.502,16.4785,16.487
403,16.542,2022-12-22 09:35:00,16.55,16.4795,16.4805
404,16.5545,2022-12-22 09:40:00,16.572,16.5425,16.5425
405,16.542,2022-12-22 09:45:00,16.5525,16.5385,16.55
406,16.5545,2022-12-22 09:50:00,16.5605,16.545,16.545
407,16.562,2022-12-22 09:55:00,16.5635,16.5505,16.554
408,16.5895,2022-12-22 10:00:00,16.5895,16.5575,16.5615
409,16.59,2022-12-22 10:05:00,16.606,16.58,16.591
410,16.5445,2022-12-22 10:10:00,16.59,16.5445,16.5845
411,16.547,2022-12-22 10:15:00,16.5555,16.537,16.5455
412,16.5475,2022-12-22 10:20:00,16.5495,16.5425,16.5475
413,16.542,2022-12-22 10:25:00,16.5485,16.542,16.547
414,16.56,2022-12-22 10:30:00,16.5665,16.544,16.544
415,16.5315,2022-12-22 10:35:00,16.5595,16.519,16.5595
416,16.4205,2022-12-22 10:40:00,16.5315,16.416,16.5255
417,16.449,2022-12-22 10:45:00,16.452,16.4205,16.4285
418,16.4445,2022-12-22 10:50:00,16.45,16.4405,16.4495
419,16.446,2022-12-22 10:55:00,16.4465,16.434,16.4415
